ID,triple1,question,answer,inferred triple,label
1278,Campbell Hotel is different from Campbell Hotel.,"Given the previous statement, is Campbell Court Hotel an Campbell Hotel?",No,Campbell Court Hotel is not different from Campbell Hotel.,False
1279,Campbeltown railway station is different from Campbeltown railway station.,"Given the previous statement, is Campbelltown railway station an Campbeltown railway station?",No,Campbelltown railway station is not different from Campbeltown railway station.,False
1280,Campeonato Brasileiro Série A is different from Campeonato Brasileiro Série A.,"Given the previous statement, is Serie A an Campeonato Brasileiro Série A?",No,Serie A is not different from Campeonato Brasileiro Série A.,False
1281,Campeonato Brasileiro Série C is different from Campeonato Brasileiro Série C.,"Given the previous statement, is Serie C an Campeonato Brasileiro Série C?",No,Serie C is not different from Campeonato Brasileiro Série C.,False
1282,Campeonato Brasileiro Série D is different from Campeonato Brasileiro Série D.,"Given the previous statement, is Serie D an Campeonato Brasileiro Série D?",No,Serie D is not different from Campeonato Brasileiro Série D.,False
1283,Camphor is different from Camphor.,"Given the previous statement, is Samphor an Camphor?",No,Samphor is not different from Camphor.,False
1284,Campo Felice is different from Campo Felice.,"Given the previous statement, is Campofelice an Campo Felice?",No,Campofelice is not different from Campo Felice.,False
1285,Campobello di Licata is different from Campobello di Licata.,"Given the previous statement, is Campobello di Mazara an Campobello di Licata?",No,Campobello di Mazara is not different from Campobello di Licata.,False
1286,Campobello di Mazara is different from Campobello di Mazara.,"Given the previous statement, is Campobello di Licata an Campobello di Mazara?",No,Campobello di Licata is not different from Campobello di Mazara.,False
1287,Camposaurus is different from Camposaurus.,"Given the previous statement, is Camptosaurus an Camposaurus?",No,Camptosaurus is not different from Camposaurus.,False
1288,Camptosaurus is different from Camptosaurus.,"Given the previous statement, is Camposaurus an Camptosaurus?",No,Camposaurus is not different from Camptosaurus.,False
1289,Campus climate is different from Campus climate.,"Given the previous statement, is School climate an Campus climate?",No,School climate is not different from Campus climate.,False
1290,Camputers Lynx is different from Camputers Lynx.,"Given the previous statement, is Computer an Camputers Lynx?",No,Computer is not different from Camputers Lynx.,False
1291,Campy Russell is different from Campy Russell.,"Given the previous statement, is Cazzie Russell an Campy Russell?",No,Cazzie Russell is not different from Campy Russell.,False
1292,Can't Find My Way Home is different from Can't Find My Way Home.,"Given the previous statement, is I'll Find My Way Home an Can't Find My Way Home?",No,I'll Find My Way Home is not different from Can't Find My Way Home.,False
1293,Can't Get It Out of My Head is different from Can't Get It Out of My Head.,"Given the previous statement, is Can't Get You Out of My Head an Can't Get It Out of My Head?",No,Can't Get You Out of My Head is not different from Can't Get It Out of My Head.,False
1294,Can't Get You Out of My Head is different from Can't Get You Out of My Head.,"Given the previous statement, is Can't Get It Out of My Head an Can't Get You Out of My Head?",No,Can't Get It Out of My Head is not different from Can't Get You Out of My Head.,False
1295,Can't Hold Us is different from Can't Hold Us.,"Given the previous statement, is Can't Hold Us Down an Can't Hold Us?",No,Can't Hold Us Down is not different from Can't Hold Us.,False
1296,Can't Stop Dancing is different from Can't Stop Dancing.,"Given the previous statement, is Can't Stop Dancin' an Can't Stop Dancing?",No,Can't Stop Dancin' is not different from Can't Stop Dancing.,False
1297,Can-Am Connection is different from Can-Am Connection.,"Given the previous statement, is Can-Am Express an Can-Am Connection?",No,Can-Am Express is not different from Can-Am Connection.,False
1298,Can-Am Express is different from Can-Am Express.,"Given the previous statement, is Can-Am Connection an Can-Am Express?",No,Can-Am Connection is not different from Can-Am Express.,False
1299,Can Erdem is different from Can Erdem.,"Given the previous statement, is Erdem Can an Can Erdem?",No,Erdem Can is not different from Can Erdem.,False
1300,Can We Get Together is different from Can We Get Together.,"Given the previous statement, is We Can Get Together an Can We Get Together?",No,We Can Get Together is not different from Can We Get Together.,False
1301,Can You Hear Me? is different from Can You Hear Me?.,"Given the previous statement, is Can You Hear Me? an Can You Hear Me??",No,Can You Hear Me? is not different from Can You Hear Me?.,False
1302,Can You Hear Me? is different from Can You Hear Me?.,"Given the previous statement, is Can You Hear Me? an Can You Hear Me??",No,Can You Hear Me? is not different from Can You Hear Me?.,False
1303,Canaan Smith is different from Canaan Smith.,"Given the previous statement, is Canaan Smith an Canaan Smith?",No,Canaan Smith is not different from Canaan Smith.,False
1304,Canaan Smith is different from Canaan Smith.,"Given the previous statement, is Canaan Smith an Canaan Smith?",No,Canaan Smith is not different from Canaan Smith.,False
1305,Canaanimico is different from Canaanimico.,"Given the previous statement, is Canaanimys an Canaanimico?",No,Canaanimys is not different from Canaanimico.,False
1306,Canaanimys is different from Canaanimys.,"Given the previous statement, is Canaanimico an Canaanimys?",No,Canaanimico is not different from Canaanimys.,False
1307,Canada's Drag Race is different from Canada's Drag Race.,"Given the previous statement, is Canada's a Drag an Canada's Drag Race?",No,Canada's a Drag is not different from Canada's Drag Race.,False
1308,Canada's a Drag is different from Canada's a Drag.,"Given the previous statement, is Canada's Drag Race an Canada's a Drag?",No,Canada's Drag Race is not different from Canada's a Drag.,False
1309,Canada Development Investment Corporation is different from Canada Development Investment Corporation.,"Given the previous statement, is Canada Development Corporation an Canada Development Investment Corporation?",No,Canada Development Corporation is not different from Canada Development Investment Corporation.,False
1310,Canada Protection Plan is different from Canada Protection Plan.,"Given the previous statement, is Canada Pension Plan an Canada Protection Plan?",No,Canada Pension Plan is not different from Canada Protection Plan.,False
1311,Canada Sevens is different from Canada Sevens.,"Given the previous statement, is Canada national rugby sevens team an Canada Sevens?",No,Canada national rugby sevens team is not different from Canada Sevens.,False
1312,Canada Women's Sevens is different from Canada Women's Sevens.,"Given the previous statement, is Canada women's national rugby sevens team an Canada Women's Sevens?",No,Canada women's national rugby sevens team is not different from Canada Women's Sevens.,False
1313,Canada–United States Free Trade Agreement is different from Canada–United States Free Trade Agreement.,"Given the previous statement, is North American Free Trade Agreement an Canada–United States Free Trade Agreement?",No,North American Free Trade Agreement is not different from Canada–United States Free Trade Agreement.,False
