ID,triple1,triple2,triple3,question,answer,inferred triple,label,LLM output
1117,Renault Laguna  Second generation X74  1  .6 16v  2 acceleration 11.5.,Renault Laguna  First generation X56  1  .6 16v  1 acceleration 0.0.,acceleration is a functional property.,"Given the previous statements, is Renault Laguna  Second generation X74  1  .6 16v  2 the same as Renault Laguna  First generation X56  1  .6 16v  1?",No,Renault Laguna  Second generation X74  1  .6 16v  2 is not the same as Renault Laguna  First generation X56  1  .6 16v  1.,False,no
830,Ryan Harford weight 124000.0.,Cabous Eloff weight 124000.0.,weight is a functional property.,"Given the previous statements, is Ryan Harford the same as Cabous Eloff?",Yes,Ryan Harford is the same as Cabous Eloff.,True,"No, Ryan Harford is not the same as Cabous Eloff."
284,Carmen A. Miró deathYear 2022.,Cacho Fontana deathYear 2022.,deathYear is a functional property.,"Given the previous statements, is Carmen A. Miró the same as Cacho Fontana?",Yes,Carmen A. Miró is the same as Cacho Fontana.,True,"Yes, Carmen A. Miró and Cacho Fontana are the same."
1406,Artsimovich diameter 9000.0.,Cajal diameter 0001.,diameter is a functional property.,"Given the previous statements, is Artsimovich the same as Cajal?",No,Artsimovich is not the same as Cajal.,False,"No, Artsimovich is not the same as Cajal."
93,Saab 9-5  First generation YS3E  1  2.0t  1 acceleration 9.8.,Renault Koleos  First generation HY  1  2.0 L dCi  2 acceleration 9.8.,acceleration is a functional property.,"Given the previous statements, is Saab 9-5  First generation YS3E  1  2.0t  1 the same as Renault Koleos  First generation HY  1  2.0 L dCi  2?",Yes,Saab 9-5  First generation YS3E  1  2.0t  1 is the same as Renault Koleos  First generation HY  1  2.0 L dCi  2.,True,no
1506,Prabagaran height 0.0.,Carlos Small height 1399.03.,height is a functional property.,"Given the previous statements, is Prabagaran the same as Carlos Small?",No,Prabagaran is not the same as Carlos Small.,False,"No, Prabagaran is not the same as Carlos Small."
1411,Cadillac Eldorado  Ninth generation  1  AutomobileEngine  1 displacement 0.008195.,Cadillac V8 engine displacement 124000.0.,displacement is a functional property.,"Given the previous statements, is Cadillac Eldorado  Ninth generation  1  AutomobileEngine  1 the same as Cadillac V8 engine?",No,Cadillac Eldorado  Ninth generation  1  AutomobileEngine  1 is not the same as Cadillac V8 engine.,False,"Yes, Cadillac Eldorado Ninth generation 1 AutomobileEngine 1 displacement 0.0081"
1978,Star City Bridge width 24.384.,Cable Bridge width 0.,width is a functional property.,"Given the previous statements, is Star City Bridge the same as Cable Bridge?",No,Star City Bridge is not the same as Cable Bridge.,False,"No, Star City Bridge is not the same as Cable Bridge."
972,Richard Odabashian Bridge width 24.384.,Cable Bridge width 24.384.,width is a functional property.,"Given the previous statements, is Richard Odabashian Bridge the same as Cable Bridge?",Yes,Richard Odabashian Bridge is the same as Cable Bridge.,True,"Yes, Richard Odabashian Bridge and Cable Bridge are the same."
1339,Lipskiy diameter 80000.0.,Cabannes diameter 0.0.,diameter is a functional property.,"Given the previous statements, is Lipskiy the same as Cabannes?",No,Lipskiy is not the same as Cabannes.,False,"No, Lipskiy is not the same as Cabannes."
646,Caracas Islands populationTotal 0.,"Cadia, New South Wales populationTotal 0.",populationTotal is a functional property.,"Given the previous statements, is Caracas Islands the same as Cadia, New South Wales?",Yes,"Caracas Islands is the same as Cadia, New South Wales.",True,"No, Caracas Islands is not the same as Cadia, New South Wales."
520,Capitan Petchyindee Academy height 0.0.,Carly McNaul height 0.0.,height is a functional property.,"Given the previous statements, is Capitan Petchyindee Academy the same as Carly McNaul?",Yes,Capitan Petchyindee Academy is the same as Carly McNaul.,True,"No, Capitan Petchyindee Academy is not the same as Carly McN"
1857,Caleb Aekins weight 93000.0.,Cachorro Mendoza weight 0.004893.,weight is a functional property.,"Given the previous statements, is Caleb Aekins the same as Cachorro Mendoza?",No,Caleb Aekins is not the same as Cachorro Mendoza.,False,"No, Caleb Aekins is not the same as Cachorro Mend"
776,Binngarra topSpeed 24.076.,Cadmus-class sloop topSpeed 24.076.,topSpeed is a functional property.,"Given the previous statements, is Binngarra the same as Cadmus-class sloop?",Yes,Binngarra is the same as Cadmus-class sloop.,True,"Yes, Binngarra and Cadmus-class sloop are the same."
317,Camille Marbo deathYear 1969.,Cacilda Becker deathYear 1969.,deathYear is a functional property.,"Given the previous statements, is Camille Marbo the same as Cacilda Becker?",Yes,Camille Marbo is the same as Cacilda Becker.,True,"Yes, Cacilda Becker is the same as Camille Marbo."
361,Glazenap diameter 43000.0.,Cai Lun diameter 43000.0.,diameter is a functional property.,"Given the previous statements, is Glazenap the same as Cai Lun?",Yes,Glazenap is the same as Cai Lun.,True,"No, Glazenap is not the same as Cai Lun."
1854,Rod Grinter weight 85000.0.,Cabous van der Westhuizen weight 0.0.,weight is a functional property.,"Given the previous statements, is Rod Grinter the same as Cabous van der Westhuizen?",No,Rod Grinter is not the same as Cabous van der Westhuizen.,False,"No, Rod Grinter is not the same as Cabous van der Westhuizen."
904,MG5   Second generation  1 wheelbase 2.68.,Cadillac BLS wheelbase 2.68.,wheelbase is a functional property.,"Given the previous statements, is MG5   Second generation  1 the same as Cadillac BLS?",Yes,MG5   Second generation  1 is the same as Cadillac BLS.,True,"Yes, the MG5 Second generation 1 and Cadillac BLS have the same wheelbase."
1911,Aeolus Yixuan GS wheelbase 2.68.,Cadillac BLS wheelbase 0092-04-26.,wheelbase is a functional property.,"Given the previous statements, is Aeolus Yixuan GS the same as Cadillac BLS?",No,Aeolus Yixuan GS is not the same as Cadillac BLS.,False,"No, Aeolus Yixuan GS is not the same as Cadillac B"
1247,Carol Speed deathYear 2022.,Cabo Anselmo deathYear 1.325e+08.,deathYear is a functional property.,"Given the previous statements, is Carol Speed the same as Cabo Anselmo?",No,Carol Speed is not the same as Cabo Anselmo.,False,"No, Carol Speed is not the same as Cabo Anselmo."
769,USS Dynamic topSpeed 31.484.,Cachalot-class submarine topSpeed 31.484.,topSpeed is a functional property.,"Given the previous statements, is USS Dynamic the same as Cachalot-class submarine?",Yes,USS Dynamic is the same as Cachalot-class submarine.,True,"Yes, USS Dynamic and Cachalot-class submarine are the same."
1118,Renault Symbol  II  1  .4 L 1390 cc  2 acceleration 11.5.,Renault Laguna  First generation X56  1  .6 16v  1 acceleration 19.446.,acceleration is a functional property.,"Given the previous statements, is Renault Symbol  II  1  .4 L 1390 cc  2 the same as Renault Laguna  First generation X56  1  .6 16v  1?",No,Renault Symbol  II  1  .4 L 1390 cc  2 is not the same as Renault Laguna  First generation X56  1  .6 16v  1.,False,no
1486,Preslav Borukov height 0.0.,Carl Limberger height 1788-07-14.,height is a functional property.,"Given the previous statements, is Preslav Borukov the same as Carl Limberger?",No,Preslav Borukov is not the same as Carl Limberger.,False,"No, Preslav Borukov is not the same as Carl Limberger."
1494,Rosana dos Santos Augusto height 0.0.,Carl Limberger height 2000-03-26.,height is a functional property.,"Given the previous statements, is Rosana dos Santos Augusto the same as Carl Limberger?",No,Rosana dos Santos Augusto is not the same as Carl Limberger.,False,"No, Rosana dos Santos Augusto is not the same as Carl Lim"
413,Cadillac Sixty Special  Tenth generation  1  AutomobileEngine  1 displacement 0.008195.,Cadillac V8 engine displacement 0.008195.,displacement is a functional property.,"Given the previous statements, is Cadillac Sixty Special  Tenth generation  1  AutomobileEngine  1 the same as Cadillac V8 engine?",Yes,Cadillac Sixty Special  Tenth generation  1  AutomobileEngine  1 is the same as Cadillac V8 engine.,True,"Yes, Cadillac Sixty Special Tenth generation 1 AutomobileEngine 1 displacement 0.0081"
1027,Andrew Cruickshank birthDate 1907-12-25.,Cab Calloway birthDate 9.5.,birthDate is a functional property.,"Given the previous statements, is Andrew Cruickshank the same as Cab Calloway?",No,Andrew Cruickshank is not the same as Cab Calloway.,False,"No, Andrew Cruickshank is not the same as Cab Calloway."
1188,Colin Hanlon birthYear 0001.,Barnabas birthYear 93000.0.,birthYear is a functional property.,"Given the previous statements, is Colin Hanlon the same as Barnabas?",No,Colin Hanlon is not the same as Barnabas.,False,"Yes, Colin Hanlon and Barnabas are the same."
194,Anu Ramamoorthy birthYear 0001.,Bartholomew the Apostle birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Anu Ramamoorthy the same as Bartholomew the Apostle?",Yes,Anu Ramamoorthy is the same as Bartholomew the Apostle.,True,"No, Anu Ramamoorthy is not the same as Bartholomew"
1130,Antiochus of Sulcis birthYear 0001.,Quartus birthYear 3.10896.,birthYear is a functional property.,"Given the previous statements, is Antiochus of Sulcis the same as Quartus?",No,Antiochus of Sulcis is not the same as Quartus.,False,"Yes, Antiochus of Sulcis and Quartus are the same."
11,Trine Pallesen birthDate 1969-06-19.,CaMia Hopson birthDate 1969-06-19.,birthDate is a functional property.,"Given the previous statements, is Trine Pallesen the same as CaMia Hopson?",Yes,Trine Pallesen is the same as CaMia Hopson.,True,"No, Trine Pallesen is not the same as CaMia Hopson."
850,Robert Shirley weight 85000.0.,Cabous van der Westhuizen weight 85000.0.,weight is a functional property.,"Given the previous statements, is Robert Shirley the same as Cabous van der Westhuizen?",Yes,Robert Shirley is the same as Cabous van der Westhuizen.,True,"No, Robert Shirley is not the same as Cabous van der Westhuizen."
1209,Colin Hanlon birthYear 0001.,Bartholomew the Apostle birthYear 778.24.,birthYear is a functional property.,"Given the previous statements, is Colin Hanlon the same as Bartholomew the Apostle?",No,Colin Hanlon is not the same as Bartholomew the Apostle.,False,"No, Colin Hanlon is not the same as Bartholomew the Apostle."
939,Berd Bay width 1500.0.,Cabahan width 1500.0.,width is a functional property.,"Given the previous statements, is Berd Bay the same as Cabahan?",Yes,Berd Bay is the same as Cabahan.,True,"Yes, Berd Bay and Cabahan are the same."
1408,Seeliger diameter 9000.0.,Cajal diameter 23.5.,diameter is a functional property.,"Given the previous statements, is Seeliger the same as Cajal?",No,Seeliger is not the same as Cajal.,False,"No, Seeliger is not the same as Cajal."
535,Rodtang Jitmuangnon height 0.0.,Carly McNaul height 0.0.,height is a functional property.,"Given the previous statements, is Rodtang Jitmuangnon the same as Carly McNaul?",Yes,Rodtang Jitmuangnon is the same as Carly McNaul.,True,"No, Rodtang Jitmuangnon is not the same as Carly McN"
1462,Caroline Abbé height 0.0.,Cardel Benbow height 10.4.,height is a functional property.,"Given the previous statements, is Caroline Abbé the same as Cardel Benbow?",No,Caroline Abbé is not the same as Cardel Benbow.,False,"No, Cardel Benbow is not the same as Caroline Abbé."
961,Eltz Castle width 320.0.,Caballo Island width 320.0.,width is a functional property.,"Given the previous statements, is Eltz Castle the same as Caballo Island?",Yes,Eltz Castle is the same as Caballo Island.,True,"No, Eltz Castle is not the same as Caballo Island."
1456,Samy Sana height 0.0.,Capitan Petchyindee Academy height 310.0.,height is a functional property.,"Given the previous statements, is Samy Sana the same as Capitan Petchyindee Academy?",No,Samy Sana is not the same as Capitan Petchyindee Academy.,False,"No, Samy Sana is not the same as Capitan Petchyindee"
1893,Roland Reid weight 96000.0.,Cadan Murley weight 0001.,weight is a functional property.,"Given the previous statements, is Roland Reid the same as Cadan Murley?",No,Roland Reid is not the same as Cadan Murley.,False,"No, Roland Reid is not the same as Cadan Murley."
1412,Cadillac Series 70  Tenth generation  1  AutomobileEngine  1 displacement 0.008195.,Cadillac V8 engine displacement 9.3.,displacement is a functional property.,"Given the previous statements, is Cadillac Series 70  Tenth generation  1  AutomobileEngine  1 the same as Cadillac V8 engine?",No,Cadillac Series 70  Tenth generation  1  AutomobileEngine  1 is not the same as Cadillac V8 engine.,False,"Yes, Cadillac Series 70 Tenth generation 1 AutomobileEngine 1 displacement 0.008195 is"
443,Prabagaran height 0.0.,Capitan Petchyindee Academy height 0.0.,height is a functional property.,"Given the previous statements, is Prabagaran the same as Capitan Petchyindee Academy?",Yes,Prabagaran is the same as Capitan Petchyindee Academy.,True,"No, Prabagaran is not the same as Capitan Petchyindee"
389,Sumner diameter 50000.0.,Cailleux diameter 50000.0.,diameter is a functional property.,"Given the previous statements, is Sumner the same as Cailleux?",Yes,Sumner is the same as Cailleux.,True,no
178,Riaz ur Rehman Saghar birthYear 0001.,Barnabas birthYear 0001.,birthYear is a functional property.,"Given the previous statements, is Riaz ur Rehman Saghar the same as Barnabas?",Yes,Riaz ur Rehman Saghar is the same as Barnabas.,True,"No, Riaz ur Rehman Saghar is not the same as Barn"
1987,Saigon 2 Bridge width 23.5.,Cable Bridge width 2003-09-10.,width is a functional property.,"Given the previous statements, is Saigon 2 Bridge the same as Cable Bridge?",No,Saigon 2 Bridge is not the same as Cable Bridge.,False,"No, Saigon 2 Bridge is not the same as Cable Bridge."
1250,Povl Dissing deathYear 2022.,Cabo Anselmo deathYear 1921-09-03.,deathYear is a functional property.,"Given the previous statements, is Povl Dissing the same as Cabo Anselmo?",No,Povl Dissing is not the same as Cabo Anselmo.,False,"Yes, Povl Dissing and Cabo Anselmo are the same."
616,"Caniapiscau, Quebec populationTotal 0.",Cachée Island populationTotal 0.,populationTotal is a functional property.,"Given the previous statements, is Caniapiscau, Quebec the same as Cachée Island?",Yes,"Caniapiscau, Quebec is the same as Cachée Island.",True,"Yes, Caniapiscau, Quebec is the same as Cachée Island."
