ID,triple1,triple2,question,answer,inferred triple,label
1147,Generation Opportunity is a Referee.,Generation Opportunity is the same as m.0102kch3.,"Given the previous statements, is m.0102kch3 a Broadcaster?",No,m.0102kch3 is not a Broadcaster.,False
1148,Generation Opportunity is a Biomolecule.,Generation Opportunity is the same as m.0102kch3.,"Given the previous statements, is m.0102kch3 an Organisation?",No,m.0102kch3 is not an Organisation.,False
1149,Green Party Korea is a NationalCollegiateAthleticAssociationAthlete.,Green Party Korea is the same as m.0102kdb6.,"Given the previous statements, is m.0102kdb6 an Agent?",No,m.0102kdb6 is not an Agent.,False
1150,Green Party Korea is a Gnetophytes.,Green Party Korea is the same as m.0102kdb6.,"Given the previous statements, is m.0102kdb6 an Organisation?",No,m.0102kdb6 is not an Organisation.,False
1151,Green Party Korea is a Ligament.,Green Party Korea is the same as m.0102kdb6.,"Given the previous statements, is m.0102kdb6 a PoliticalParty?",No,m.0102kdb6 is not a PoliticalParty.,False
1152,Márton Lorentz is an Activity.,Márton Lorentz is the same as m.0102kn25.,"Given the previous statements, is m.0102kn25 a Person?",No,m.0102kn25 is not a Person.,False
1153,Márton Lorentz is a CricketLeague.,Márton Lorentz is the same as m.0102kn25.,"Given the previous statements, is m.0102kn25 an Animal?",No,m.0102kn25 is not an Animal.,False
1154,Márton Lorentz is a CanadianFootballLeague.,Márton Lorentz is the same as m.0102kn25.,"Given the previous statements, is m.0102kn25 an Athlete?",No,m.0102kn25 is not an Athlete.,False
1155,Weissella thailandensis is a Resume.,Weissella thailandensis is the same as m.0102kn4f.,"Given the previous statements, is m.0102kn4f a Bacteria?",No,m.0102kn4f is not a Bacteria.,False
1156,Weissella thailandensis is a Globularswarm.,Weissella thailandensis is the same as m.0102kn4f.,"Given the previous statements, is m.0102kn4f a Species?",No,m.0102kn4f is not a Species.,False
1157,Angie Chen Button is a Painting.,Angie Chen Button is the same as m.0102lqbh.,"Given the previous statements, is m.0102lqbh a Person?",No,m.0102lqbh is not a Person.,False
1158,Angie Chen Button is a MotorsportRacer.,Angie Chen Button is the same as m.0102lqbh.,"Given the previous statements, is m.0102lqbh an Animal?",No,m.0102lqbh is not an Animal.,False
1159,Angie Chen Button is a FormulaOneRacer.,Angie Chen Button is the same as m.0102lqbh.,"Given the previous statements, is m.0102lqbh an Eukaryote?",No,m.0102lqbh is not an Eukaryote.,False
1160,Thallarcha catasticta is a VicePrimeMinister.,Thallarcha catasticta is the same as m.0102rsqz.,"Given the previous statements, is m.0102rsqz an Insect?",No,m.0102rsqz is not an Insect.,False
1161,"Alton, Texas is a HumanGene.","Alton, Texas is the same as m.010372.","Given the previous statements, is m.010372 a Place?",No,m.010372 is not a Place.,False
1162,"Alton, Texas is an AdministrativeRegion.","Alton, Texas is the same as m.010372.","Given the previous statements, is m.010372 a Location?",No,m.010372 is not a Location.,False
1163,"Alton, Texas is an Openswarm.","Alton, Texas is the same as m.010372.","Given the previous statements, is m.010372 a PopulatedPlace?",No,m.010372 is not a PopulatedPlace.,False
1164,"Doffing, Texas is a FootballLeagueSeason.","Doffing, Texas is the same as m.01038t.","Given the previous statements, is m.01038t a Place?",No,m.01038t is not a Place.,False
1165,"Doffing, Texas is an Artwork.","Doffing, Texas is the same as m.01038t.","Given the previous statements, is m.01038t a Location?",No,m.01038t is not a Location.,False
1166,"Doffing, Texas is an Archipelago.","Doffing, Texas is the same as m.01038t.","Given the previous statements, is m.01038t a PopulatedPlace?",No,m.01038t is not a PopulatedPlace.,False
1167,"Pharr, Texas is a MixedMartialArtsLeague.","Pharr, Texas is the same as m.0103nv.","Given the previous statements, is m.0103nv a Place?",No,m.0103nv is not a Place.,False
1168,"Pharr, Texas is a PrehistoricalPeriod.","Pharr, Texas is the same as m.0103nv.","Given the previous statements, is m.0103nv a Location?",No,m.0103nv is not a Location.,False
1169,"Pharr, Texas is a Moss.","Pharr, Texas is the same as m.0103nv.","Given the previous statements, is m.0103nv a PopulatedPlace?",No,m.0103nv is not a PopulatedPlace.,False
1170,"Jacksboro, Texas is a BobsleighAthlete.","Jacksboro, Texas is the same as m.0104g8.","Given the previous statements, is m.0104g8 a Place?",No,m.0104g8 is not a Place.,False
1171,"Jacksboro, Texas is a River.","Jacksboro, Texas is the same as m.0104g8.","Given the previous statements, is m.0104g8 a Location?",No,m.0104g8 is not a Location.,False
1172,"Jacksboro, Texas is a Station.","Jacksboro, Texas is the same as m.0104g8.","Given the previous statements, is m.0104g8 a PopulatedPlace?",No,m.0104g8 is not a PopulatedPlace.,False
1173,"Grandview, Texas is a Coach.","Grandview, Texas is the same as m.0104xw.","Given the previous statements, is m.0104xw a Place?",No,m.0104xw is not a Place.,False
1174,"Grandview, Texas is a CoalPit.","Grandview, Texas is the same as m.0104xw.","Given the previous statements, is m.0104xw a Location?",No,m.0104xw is not a Location.,False
1175,"Grandview, Texas is a Professor.","Grandview, Texas is the same as m.0104xw.","Given the previous statements, is m.0104xw a PopulatedPlace?",No,m.0104xw is not a PopulatedPlace.,False
1176,Doonbeg is an Archaea.,Doonbeg is the same as m.0105kf18.,"Given the previous statements, is m.0105kf18 a Place?",No,m.0105kf18 is not a Place.,False
1177,Doonbeg is an Archipelago.,Doonbeg is the same as m.0105kf18.,"Given the previous statements, is m.0105kf18 a Location?",No,m.0105kf18 is not a Location.,False
1178,Doonbeg is a CrossCountrySkier.,Doonbeg is the same as m.0105kf18.,"Given the previous statements, is m.0105kf18 a Region?",No,m.0105kf18 is not a Region.,False
1179,Eden Valley Museum is a Manga.,Eden Valley Museum is the same as m.0105kh06.,"Given the previous statements, is m.0105kh06 a Museum?",No,m.0105kh06 is not a Museum.,False
1180,Anbe Odi Vaa is a Colour.,Anbe Odi Vaa is the same as m.0105kqj7.,"Given the previous statements, is m.0105kqj7 a Work?",No,m.0105kqj7 is not a Work.,False
1181,Anbe Odi Vaa is a CelestialBody.,Anbe Odi Vaa is the same as m.0105kqj7.,"Given the previous statements, is m.0105kqj7 a Film?",No,m.0105kqj7 is not a Film.,False
1182,Penrhosfeilw is a RoadJunction.,Penrhosfeilw is the same as m.0105kqk8.,"Given the previous statements, is m.0105kqk8 a Place?",No,m.0105kqk8 is not a Place.,False
1183,Penrhosfeilw is a StormSurge.,Penrhosfeilw is the same as m.0105kqk8.,"Given the previous statements, is m.0105kqk8 a Location?",No,m.0105kqk8 is not a Location.,False
1184,Penrhosfeilw is a Resume.,Penrhosfeilw is the same as m.0105kqk8.,"Given the previous statements, is m.0105kqk8 a PopulatedPlace?",No,m.0105kqk8 is not a PopulatedPlace.,False
1185,2015 Canoe Slalom World Cup is a Bacteria.,2015 Canoe Slalom World Cup is the same as m.0105kqt0.,"Given the previous statements, is m.0105kqt0 a TelevisionShow?",No,m.0105kqt0 is not a TelevisionShow.,False
1186,Tom Kelly is a Tower.,Tom Kelly is the same as m.0105lf3g.,"Given the previous statements, is m.0105lf3g a Person?",No,m.0105lf3g is not a Person.,False
1187,Tom Kelly is a Play.,Tom Kelly is the same as m.0105lf3g.,"Given the previous statements, is m.0105lf3g an Animal?",No,m.0105lf3g is not an Animal.,False
1188,Tom Kelly is a MultiVolumePublication.,Tom Kelly is the same as m.0105lf3g.,"Given the previous statements, is m.0105lf3g an Athlete?",No,m.0105lf3g is not an Athlete.,False
1189,Brongwyn is an AcademicConference.,Brongwyn is the same as m.0105ljxq.,"Given the previous statements, is m.0105ljxq a Place?",No,m.0105ljxq is not a Place.,False
1190,Brongwyn is a Hotel.,Brongwyn is the same as m.0105ljxq.,"Given the previous statements, is m.0105ljxq a Location?",No,m.0105ljxq is not a Location.,False
1191,Brongwyn is a PersonFunction.,Brongwyn is the same as m.0105ljxq.,"Given the previous statements, is m.0105ljxq a PopulatedPlace?",No,m.0105ljxq is not a PopulatedPlace.,False
1192,Allium zebdanense is an On-SiteTransportation.,Allium zebdanense is the same as m.0105lkgq.,"Given the previous statements, is m.0105lkgq an Eukaryote?",No,m.0105lkgq is not an Eukaryote.,False
1193,Xanthophyllum reflexum is a Bodybuilder.,Xanthophyllum reflexum is the same as m.0105lxgl.,"Given the previous statements, is m.0105lxgl a Plant?",No,m.0105lxgl is not a Plant.,False
1194,1947–48 St. Louis Bombers  season is an Altitude.,1947–48 St. Louis Bombers  season is the same as m.0105m4rm.,"Given the previous statements, is m.0105m4rm an Aircraft?",No,m.0105m4rm is not an Aircraft.,False
1195,Phoenicoprocta jamaicensis is a Crater.,Phoenicoprocta jamaicensis is the same as m.0105mgn9.,"Given the previous statements, is m.0105mgn9 an Animal?",No,m.0105mgn9 is not an Animal.,False
1196,Phoenicoprocta jamaicensis is a Desert.,Phoenicoprocta jamaicensis is the same as m.0105mgn9.,"Given the previous statements, is m.0105mgn9 an Eukaryote?",No,m.0105mgn9 is not an Eukaryote.,False
1197,Phoenicoprocta jamaicensis is a SportsTeamMember.,Phoenicoprocta jamaicensis is the same as m.0105mgn9.,"Given the previous statements, is m.0105mgn9 a Species?",No,m.0105mgn9 is not a Species.,False
1198,Mahonia gracilis is a ShoppingMall.,Mahonia gracilis is the same as m.0105mhf1.,"Given the previous statements, is m.0105mhf1 an Eukaryote?",No,m.0105mhf1 is not an Eukaryote.,False
1199,Tony Marvin is a Surname.,Tony Marvin is the same as m.0105mnrz.,"Given the previous statements, is m.0105mnrz a Person?",No,m.0105mnrz is not a Person.,False
1200,Tony Marvin is a PlayboyPlaymate.,Tony Marvin is the same as m.0105mnrz.,"Given the previous statements, is m.0105mnrz an Animal?",No,m.0105mnrz is not an Animal.,False
1201,Tony Marvin is an Atoll.,Tony Marvin is the same as m.0105mnrz.,"Given the previous statements, is m.0105mnrz an Eukaryote?",No,m.0105mnrz is not an Eukaryote.,False
1202,Betabrand is a BullFighter.,Betabrand is the same as m.0105mp0k.,"Given the previous statements, is m.0105mp0k a Company?",No,m.0105mp0k is not a Company.,False
1203,Betabrand is a BoxingLeague.,Betabrand is the same as m.0105mp0k.,"Given the previous statements, is m.0105mp0k an Agent?",No,m.0105mp0k is not an Agent.,False
1204,Betabrand is an Automobile.,Betabrand is the same as m.0105mp0k.,"Given the previous statements, is m.0105mp0k an Organisation?",No,m.0105mp0k is not an Organisation.,False
1205,Ivargal Varungala Thoongal is a Ligament.,Ivargal Varungala Thoongal is the same as m.0105mw11.,"Given the previous statements, is m.0105mw11 a Work?",No,m.0105mw11 is not a Work.,False
1206,Ivargal Varungala Thoongal is a GovernmentalAdministrativeRegion.,Ivargal Varungala Thoongal is the same as m.0105mw11.,"Given the previous statements, is m.0105mw11 a Film?",No,m.0105mw11 is not a Film.,False
1207,Radičová's Cabinet is a Lieutenant.,Radičová's Cabinet is the same as m.0105n1gn.,"Given the previous statements, is m.0105n1gn an Organisation?",No,m.0105n1gn is not an Organisation.,False
1208,Mary Wacera Ngugi is a Station.,Mary Wacera Ngugi is the same as m.0105n1m9.,"Given the previous statements, is m.0105n1m9 a Person?",No,m.0105n1m9 is not a Person.,False
1209,Daniel Spencer is a Lawyer.,Daniel Spencer is the same as m.0105n82n.,"Given the previous statements, is m.0105n82n a Person?",No,m.0105n82n is not a Person.,False
1210,Penbol is a Stadium.,Penbol is the same as m.0105n90t.,"Given the previous statements, is m.0105n90t a Place?",No,m.0105n90t is not a Place.,False
1211,Penbol is a ScreenWriter.,Penbol is the same as m.0105n90t.,"Given the previous statements, is m.0105n90t a Location?",No,m.0105n90t is not a Location.,False
1212,Penbol is an Arrondissement.,Penbol is the same as m.0105n90t.,"Given the previous statements, is m.0105n90t a PopulatedPlace?",No,m.0105n90t is not a PopulatedPlace.,False
1213,Puri Ahmedabad Express is a Bacteria.,Puri Ahmedabad Express is the same as m.0105nzf5.,"Given the previous statements, is m.0105nzf5 a Ship?",No,m.0105nzf5 is not a Ship.,False
1214,D'Evereux is an EthnicGroup.,D'Evereux is the same as m.0105p2y4.,"Given the previous statements, is m.0105p2y4 a Place?",No,m.0105p2y4 is not a Place.,False
1215,D'Evereux is a MouseGeneLocation.,D'Evereux is the same as m.0105p2y4.,"Given the previous statements, is m.0105p2y4 a Location?",No,m.0105p2y4 is not a Location.,False
1216,D'Evereux is a VolleyballLeague.,D'Evereux is the same as m.0105p2y4.,"Given the previous statements, is m.0105p2y4 a Building?",No,m.0105p2y4 is not a Building.,False
1217,Maen-y-groes is a Caterer.,Maen-y-groes is the same as m.0105p3pn.,"Given the previous statements, is m.0105p3pn a Place?",No,m.0105p3pn is not a Place.,False
1218,Maen-y-groes is a CardGame.,Maen-y-groes is the same as m.0105p3pn.,"Given the previous statements, is m.0105p3pn a Location?",No,m.0105p3pn is not a Location.,False
1219,Maen-y-groes is a Crater.,Maen-y-groes is the same as m.0105p3pn.,"Given the previous statements, is m.0105p3pn a PopulatedPlace?",No,m.0105p3pn is not a PopulatedPlace.,False
1220,Zobahan Freeway is a TrainCarriage.,Zobahan Freeway is the same as m.0105pbgw.,"Given the previous statements, is m.0105pbgw an Infrastructure?",No,m.0105pbgw is not an Infrastructure.,False
1221,Zobahan Freeway is a SportCompetitionResult.,Zobahan Freeway is the same as m.0105pbgw.,"Given the previous statements, is m.0105pbgw a RouteOfTransportation?",No,m.0105pbgw is not a RouteOfTransportation.,False
1222,Zobahan Freeway is a Dike.,Zobahan Freeway is the same as m.0105pbgw.,"Given the previous statements, is m.0105pbgw an ArchitecturalStructure?",No,m.0105pbgw is not an ArchitecturalStructure.,False
1223,Stryd-y-Facsen is an OlympicEvent.,Stryd-y-Facsen is the same as m.0105pbwb.,"Given the previous statements, is m.0105pbwb a Place?",No,m.0105pbwb is not a Place.,False
1224,Stryd-y-Facsen is a RecordLabel.,Stryd-y-Facsen is the same as m.0105pbwb.,"Given the previous statements, is m.0105pbwb a Location?",No,m.0105pbwb is not a Location.,False
1225,Stryd-y-Facsen is a Family.,Stryd-y-Facsen is the same as m.0105pbwb.,"Given the previous statements, is m.0105pbwb a PopulatedPlace?",No,m.0105pbwb is not a PopulatedPlace.,False
1226,Johan Bellemans is a GaelicGamesPlayer.,Johan Bellemans is the same as m.0105r486.,"Given the previous statements, is m.0105r486 a Person?",No,m.0105r486 is not a Person.,False
1227,Virbia fluminea is an AthleticsPlayer.,Virbia fluminea is the same as m.0105r6tg.,"Given the previous statements, is m.0105r6tg an Insect?",No,m.0105r6tg is not an Insect.,False
1228,Government of the District of Columbia is a MusicGenre.,Government of the District of Columbia is the same as m.0105rtpb.,"Given the previous statements, is m.0105rtpb a Company?",No,m.0105rtpb is not a Company.,False
1229,Utetheisa amhara is a Profession.,Utetheisa amhara is the same as m.0105s2k8.,"Given the previous statements, is m.0105s2k8 an Insect?",No,m.0105s2k8 is not an Insect.,False
1230,E. W. Cannon House and Store is a CricketGround.,E. W. Cannon House and Store is the same as m.0105sydy.,"Given the previous statements, is m.0105sydy an ArchitecturalStructure?",No,m.0105sydy is not an ArchitecturalStructure.,False
1231,E. W. Cannon House and Store is a Bank.,E. W. Cannon House and Store is the same as m.0105sydy.,"Given the previous statements, is m.0105sydy a Building?",No,m.0105sydy is not a Building.,False
1232,Skyhook theory is a CricketTeam.,Skyhook theory is the same as m.0105tfrn.,"Given the previous statements, is m.0105tfrn an Organisation?",No,m.0105tfrn is not an Organisation.,False
1233,"Hondo, Texas is an Intercommunality.","Hondo, Texas is the same as m.0106gn.","Given the previous statements, is m.0106gn a Place?",No,m.0106gn is not a Place.,False
1234,"Hondo, Texas is a ComicStrip.","Hondo, Texas is the same as m.0106gn.","Given the previous statements, is m.0106gn a Location?",No,m.0106gn is not a Location.,False
1235,"Hondo, Texas is a Reptile.","Hondo, Texas is the same as m.0106gn.","Given the previous statements, is m.0106gn a PopulatedPlace?",No,m.0106gn is not a PopulatedPlace.,False
