ID,triple1,question,answer,inferred triple,label,LLM output
1682,Carlos Rentería is different from Carlos Rentería.,"Given the previous statement, is Carlos Enrique Rentería an Carlos Rentería?",No,Carlos Enrique Rentería is not different from Carlos Rentería.,False,"Yes, Carlos Enrique Rentera is different from Carlos Rentera."
1505,Capitoline Hill is different from Capitoline Hill.,"Given the previous statement, is Capitol Hill an Capitoline Hill?",No,Capitol Hill is not different from Capitoline Hill.,False,"Yes, Capitol Hill is an Capitoline Hill."
1825,Casapueblo is different from Casapueblo.,"Given the previous statement, is Casa del pueblo an Casapueblo?",No,Casa del pueblo is not different from Casapueblo.,False,"No, Casa del pueblo is not a Casapueblo."
858,Castel Giorgio is different from Castel San Giorgio.,"Given the previous statement, is Castel San Giorgio an Castel Giorgio?",Yes,Castel San Giorgio is different from Castel Giorgio.,True,"Yes, Castel Giorgio is different from Castel San Giorgio."
916,Ambulacrum is different from Ambulacral.,"Given the previous statement, is Ambulacral an Ambulacrum?",Yes,Ambulacral is different from Ambulacrum.,True,"Yes, Ambulacral is an Ambulacrum."
1295,Can't Hold Us is different from Can't Hold Us.,"Given the previous statement, is Can't Hold Us Down an Can't Hold Us?",No,Can't Hold Us Down is not different from Can't Hold Us.,False,"Yes, Can't Hold Us Down is different from Can't Hold Us."
398,Canon is different from Cannon.,"Given the previous statement, is Cannon an Canon?",Yes,Cannon is different from Canon.,True,"Yes, Cannon is an example of a Canon."
1705,"Carmel, West Virginia is different from Carmel, West Virginia.","Given the previous statement, is West Virginia an Carmel, West Virginia?",No,"West Virginia is not different from Carmel, West Virginia.",False,"No, West Virginia is not Carmel, West Virginia."
640,Carlos Aguilera is different from Carlos Aguilera.,"Given the previous statement, is Carlos Aguilera an Carlos Aguilera?",Yes,Carlos Aguilera is different from Carlos Aguilera.,True,"Yes, Carlos Aguilera is an Carlos Aguilera."
1520,Captain My Captain is different from Captain My Captain.,"Given the previous statement, is O Captain! My Captain! an Captain My Captain?",No,O Captain! My Captain! is not different from Captain My Captain.,False,"Yes, Captain My Captain is different from Captain My Captain."
226,Cambuslang Rangers F.C. is different from Cambuslang RFC.,"Given the previous statement, is Cambuslang RFC an Cambuslang Rangers F.C.?",Yes,Cambuslang RFC is different from Cambuslang Rangers F.C..,True,"Yes, Cambuslang Rangers F.C. is different from Cambuslang RFC"
83,Calauag is different from Calauan.,"Given the previous statement, is Calauan an Calauag?",Yes,Calauan is different from Calauag.,True,"Yes, Calauan is an Calauag."
325,Canadian Classics is different from Canadian Classique.,"Given the previous statement, is Canadian Classique an Canadian Classics?",Yes,Canadian Classique is different from Canadian Classics.,True,"Yes, Canadian Classics and Canadian Classique are both genres of music from Canada."
482,Capital Medical University is different from Business.,"Given the previous statement, is Business an Capital Medical University?",Yes,Business is different from Capital Medical University.,True,"Yes, Capital Medical University is different from Business."
1511,Capra dalii is different from Capra dalii.,"Given the previous statement, is Ovis dalli an Capra dalii?",No,Ovis dalli is not different from Capra dalii.,False,"No, Ovis dalli is not an Capra dalii."
1785,Carson and Others v. The United Kingdom is different from Carson and Others v. The United Kingdom.,"Given the previous statement, is Others v. The United Kingdom an Carson and Others v. The United Kingdom?",No,Others v. The United Kingdom is not different from Carson and Others v. The United Kingdom.,False,"Yes, Others v. The United Kingdom is an Carson and Others v. The United"
942,American Bar Foundation is different from American Bar Association.,"Given the previous statement, is American Bar Association an American Bar Foundation?",Yes,American Bar Association is different from American Bar Foundation.,True,"Yes, the American Bar Association and the American Bar Foundation are different. The American Bar Association is"
413,Canon EOS 600D is different from Canon EOS 60D.,"Given the previous statement, is Canon EOS 60D an Canon EOS 600D?",Yes,Canon EOS 60D is different from Canon EOS 600D.,True,"No, the Canon EOS 600D is different from the Canon EOS 60D."
373,Cannabinodiol is different from Cannabidiol.,"Given the previous statement, is Cannabidiol an Cannabinodiol?",Yes,Cannabidiol is different from Cannabinodiol.,True,"Yes, Cannabidiol is an Cannabinodiol"
1127,California Academy of Sciences is different from California Academy of Sciences.,"Given the previous statement, is California Institute of Science an California Academy of Sciences?",No,California Institute of Science is not different from California Academy of Sciences.,False,"No, California Institute of Science is not an California Academy of Sciences."
1790,Cartazolate is different from Cartazolate.,"Given the previous statement, is Tracazolate an Cartazolate?",No,Tracazolate is not different from Cartazolate.,False,"Yes, Tracazolate is an Cartazolate."
234,Camerlengo of the Holy Roman Church is different from List of Camerlengos of the Sacred College of Cardinals.,"Given the previous statement, is List of Camerlengos of the Sacred College of Cardinals an Camerlengo of the Holy Roman Church?",Yes,List of Camerlengos of the Sacred College of Cardinals is different from Camerlengo of the Holy Roman Church.,True,"Yes, List of Camerlengos of the Sacred College of Cardinals is"
648,Carlos Chagas is different from Carlos Chagas.,"Given the previous statement, is Carlos Chagas an Carlos Chagas?",Yes,Carlos Chagas is different from Carlos Chagas.,True,"Yes, Carlos Chagas is different from Carlos Chagas."
842,"Cashel, Markham is different from Cashel.","Given the previous statement, is Cashel an Cashel, Markham?",Yes,"Cashel is different from Cashel, Markham.",True,"No, Cashel is not different from Cashel."
400,Canon is different from Canon.,"Given the previous statement, is Canon an Canon?",Yes,Canon is different from Canon.,True,"Yes, Canon is different from Canon."
1603,Carl Howard is different from Carl Howard.,"Given the previous statement, is Carl Howard an Carl Howard?",No,Carl Howard is not different from Carl Howard.,False,"Yes, Carl Howard is different from Carl Howard."
1669,Carlos Marighella is different from Carlos Marighella.,"Given the previous statement, is Marighella an Carlos Marighella?",No,Marighella is not different from Carlos Marighella.,False,"Yes, Marighella is an Carlos Marighella."
20,Cacoo is different from Cacao.,"Given the previous statement, is Cacao an Cacoo?",Yes,Cacao is different from Cacoo.,True,"Yes, Cacoo is different from Cacoo."
518,Captain Fantastic is different from Captain Fantastic.,"Given the previous statement, is Captain Fantastic an Captain Fantastic?",Yes,Captain Fantastic is different from Captain Fantastic.,True,"Yes, Captain Fantastic is an Captain Fantastic."
1497,Capital University of Economics and Business is different from Capital University of Economics and Business.,"Given the previous statement, is Capital University an Capital University of Economics and Business?",No,Capital University is not different from Capital University of Economics and Business.,False,"Yes, Capital University is an Capital University of Economics and Business."
1605,Carl Kendall is different from Carl Kendall.,"Given the previous statement, is Carol Kendall an Carl Kendall?",No,Carol Kendall is not different from Carl Kendall.,False,"No, Carol Kendall is not Carl Kendall."
1542,Carbamic acid is different from Carbamic acid.,"Given the previous statement, is Carbonic acid an Carbamic acid?",No,Carbonic acid is not different from Carbamic acid.,False,"No, Carbonic acid is not Carbamic acid."
794,Carter Braxton is different from Carter Moore Braxton.,"Given the previous statement, is Carter Moore Braxton an Carter Braxton?",Yes,Carter Moore Braxton is different from Carter Braxton.,True,"Yes, Carter Braxton is different from Carter Moore Braxton."
313,Canada–United States Free Trade Agreement is different from North American Free Trade Agreement.,"Given the previous statement, is North American Free Trade Agreement an Canada–United States Free Trade Agreement?",Yes,North American Free Trade Agreement is different from Canada–United States Free Trade Agreement.,True,"Yes, the North American Free Trade Agreement is different from the Canada–United States Free"
1482,Capital Medical University is different from Capital Medical University.,"Given the previous statement, is Business an Capital Medical University?",No,Business is not different from Capital Medical University.,False,"Yes, Capital Medical University is different from Capital Medical University."
524,Captain Scarlett is different from Captain Scarlet.,"Given the previous statement, is Captain Scarlet an Captain Scarlett?",Yes,Captain Scarlet is different from Captain Scarlett.,True,"Yes, Captain Scarlet is an Captain Scarlet."
1714,Carnegie Art Museum is different from Carnegie Art Museum.,"Given the previous statement, is Kansas an Carnegie Art Museum?",No,Kansas is not different from Carnegie Art Museum.,False,"No, Kansas is not an Carnegie Art Museum."
1517,Captain Earth is different from Captain Earth.,"Given the previous statement, is The Planeteers an Captain Earth?",No,The Planeteers is not different from Captain Earth.,False,"Yes, The Planeteers is an example of Captain Earth."
1860,Castelló is different from Castelló.,"Given the previous statement, is Castelló de la Plana an Castelló?",No,Castelló de la Plana is not different from Castelló.,False,"Yes, Castelló de la Plana is different from Castelló."
343,Canary Row is different from Cannery Row.,"Given the previous statement, is Cannery Row an Canary Row?",Yes,Cannery Row is different from Canary Row.,True,"Yes, Cannery Row is different from Canary Row."
813,Carver Military Academy is different from Culver Military Academy.,"Given the previous statement, is Culver Military Academy an Carver Military Academy?",Yes,Culver Military Academy is different from Carver Military Academy.,True,"No, Culver Military Academy is not Carver Military Academy."
