ID,triple1,triple2,triple3,question,answer,inferred triple,label
1326,D V 55.,K V 72.,V is a functional property.,"Given the previous statements, is K the same as D?",No,K is not the same as D.,False
1327,D Q 26.,B Q 36.,Q is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False
1328,D L 37.,I L 9.,L is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False
1329,D R 55.,X R 22.,R is a functional property.,"Given the previous statements, is X the same as D?",No,X is not the same as D.,False
1330,D B 76.,S B 4.,B is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False
1331,D X 9.,R X 62.,X is a functional property.,"Given the previous statements, is R the same as D?",No,R is not the same as D.,False
1332,D T 39.,Q T 41.,T is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False
1333,D P 2.,B P 31.,P is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False
1334,D I 93.,A I 7.,I is a functional property.,"Given the previous statements, is A the same as D?",No,A is not the same as D.,False
1335,D N 58.,Q N 98.,N is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False
1336,D S 36.,C S 51.,S is a functional property.,"Given the previous statements, is C the same as D?",No,C is not the same as D.,False
1337,D P 4.,W P 26.,P is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False
1338,D V 32.,I V 36.,V is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False
1339,D F 80.,U F 49.,F is a functional property.,"Given the previous statements, is U the same as D?",No,U is not the same as D.,False
1340,D I 4.,N I 59.,I is a functional property.,"Given the previous statements, is N the same as D?",No,N is not the same as D.,False
1341,D F 78.,W F 38.,F is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False
1342,D V 75.,E V 19.,V is a functional property.,"Given the previous statements, is E the same as D?",No,E is not the same as D.,False
1343,D E 75.,F E 10.,E is a functional property.,"Given the previous statements, is F the same as D?",No,F is not the same as D.,False
1344,D Z 78.,M Z 36.,Z is a functional property.,"Given the previous statements, is M the same as D?",No,M is not the same as D.,False
1345,D A 72.,L A 46.,A is a functional property.,"Given the previous statements, is L the same as D?",No,L is not the same as D.,False
1346,D I 14.,W I 93.,I is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False
1347,D J 64.,Y J 47.,J is a functional property.,"Given the previous statements, is Y the same as D?",No,Y is not the same as D.,False
1348,D V 97.,S V 30.,V is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False
1349,D P 54.,Q P 67.,P is a functional property.,"Given the previous statements, is Q the same as D?",No,Q is not the same as D.,False
1350,D R 1.,B R 65.,R is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False
1351,D B 72.,V B 96.,B is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False
1352,D P 84.,K P 13.,P is a functional property.,"Given the previous statements, is K the same as D?",No,K is not the same as D.,False
1353,D Y 18.,C Y 42.,Y is a functional property.,"Given the previous statements, is C the same as D?",No,C is not the same as D.,False
1354,D T 41.,U T 99.,T is a functional property.,"Given the previous statements, is U the same as D?",No,U is not the same as D.,False
1355,D U 18.,P U 20.,U is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False
1356,D F 87.,R F 46.,F is a functional property.,"Given the previous statements, is R the same as D?",No,R is not the same as D.,False
1357,D W 53.,H W 5.,W is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False
1358,D T 95.,O T 73.,T is a functional property.,"Given the previous statements, is O the same as D?",No,O is not the same as D.,False
1359,D A 73.,H A 72.,A is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False
1360,D O 29.,Z O 13.,O is a functional property.,"Given the previous statements, is Z the same as D?",No,Z is not the same as D.,False
1361,D X 19.,K X 65.,X is a functional property.,"Given the previous statements, is K the same as D?",No,K is not the same as D.,False
1362,D J 38.,G J 90.,J is a functional property.,"Given the previous statements, is G the same as D?",No,G is not the same as D.,False
1363,D L 69.,N L 28.,L is a functional property.,"Given the previous statements, is N the same as D?",No,N is not the same as D.,False
1364,D Y 64.,X Y 64.,Y is a functional property.,"Given the previous statements, is X the same as D?",No,X is not the same as D.,False
1365,D M 76.,U M 84.,M is a functional property.,"Given the previous statements, is U the same as D?",No,U is not the same as D.,False
1366,D W 76.,T W 53.,W is a functional property.,"Given the previous statements, is T the same as D?",No,T is not the same as D.,False
1367,D L 70.,W L 86.,L is a functional property.,"Given the previous statements, is W the same as D?",No,W is not the same as D.,False
1368,D L 36.,A L 25.,L is a functional property.,"Given the previous statements, is A the same as D?",No,A is not the same as D.,False
1369,D F 62.,A F 84.,F is a functional property.,"Given the previous statements, is A the same as D?",No,A is not the same as D.,False
1370,D G 89.,A G 41.,G is a functional property.,"Given the previous statements, is A the same as D?",No,A is not the same as D.,False
1371,D N 1.,P N 88.,N is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False
1372,D X 85.,B X 28.,X is a functional property.,"Given the previous statements, is B the same as D?",No,B is not the same as D.,False
1373,D C 85.,V C 79.,C is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False
1374,D P 3.,S P 17.,P is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False
1375,D P 74.,L P 52.,P is a functional property.,"Given the previous statements, is L the same as D?",No,L is not the same as D.,False
1376,D F 26.,T F 34.,F is a functional property.,"Given the previous statements, is T the same as D?",No,T is not the same as D.,False
1377,D L 42.,Y L 48.,L is a functional property.,"Given the previous statements, is Y the same as D?",No,Y is not the same as D.,False
1378,D M 36.,F M 29.,M is a functional property.,"Given the previous statements, is F the same as D?",No,F is not the same as D.,False
1379,D S 47.,F S 38.,S is a functional property.,"Given the previous statements, is F the same as D?",No,F is not the same as D.,False
1380,D J 99.,H J 53.,J is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False
1381,D T 42.,N T 33.,T is a functional property.,"Given the previous statements, is N the same as D?",No,N is not the same as D.,False
1382,D N 7.,R N 5.,N is a functional property.,"Given the previous statements, is R the same as D?",No,R is not the same as D.,False
1383,D X 14.,C X 4.,X is a functional property.,"Given the previous statements, is C the same as D?",No,C is not the same as D.,False
1384,D H 1.,G H 99.,H is a functional property.,"Given the previous statements, is G the same as D?",No,G is not the same as D.,False
1385,D M 37.,P M 74.,M is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False
1386,D N 46.,Z N 48.,N is a functional property.,"Given the previous statements, is Z the same as D?",No,Z is not the same as D.,False
1387,D U 15.,S U 39.,U is a functional property.,"Given the previous statements, is S the same as D?",No,S is not the same as D.,False
1388,D P 84.,J P 68.,P is a functional property.,"Given the previous statements, is J the same as D?",No,J is not the same as D.,False
1389,D I 66.,M I 54.,I is a functional property.,"Given the previous statements, is M the same as D?",No,M is not the same as D.,False
1390,D L 72.,R L 39.,L is a functional property.,"Given the previous statements, is R the same as D?",No,R is not the same as D.,False
1391,D Q 87.,V Q 41.,Q is a functional property.,"Given the previous statements, is V the same as D?",No,V is not the same as D.,False
1392,D J 36.,E J 73.,J is a functional property.,"Given the previous statements, is E the same as D?",No,E is not the same as D.,False
1393,D X 50.,G X 3.,X is a functional property.,"Given the previous statements, is G the same as D?",No,G is not the same as D.,False
1394,D E 12.,P E 98.,E is a functional property.,"Given the previous statements, is P the same as D?",No,P is not the same as D.,False
1395,D B 47.,I B 53.,B is a functional property.,"Given the previous statements, is I the same as D?",No,I is not the same as D.,False
1396,D B 56.,T B 14.,B is a functional property.,"Given the previous statements, is T the same as D?",No,T is not the same as D.,False
1397,D P 20.,H P 98.,P is a functional property.,"Given the previous statements, is H the same as D?",No,H is not the same as D.,False
1398,D E 20.,U E 91.,E is a functional property.,"Given the previous statements, is U the same as D?",No,U is not the same as D.,False
1399,D Z 13.,T Z 8.,Z is a functional property.,"Given the previous statements, is T the same as D?",No,T is not the same as D.,False
